Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region
9305,2022-05-12,Frances,Female,1200000,C & M Motors Inc,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Red,19000,60504-7114,Hatchback,7481859,Middletown
9306,2022-05-12,Francesca,Male,1200000,Capitol KIA,Jeep,Wrangler,Overhead Camshaft,Manual,Red,13000,38701-8047,Hatchback,6273221,Aurora
9307,2022-05-12,Frimet,Female,415000,Chrysler of Tri-Cities,Acura,RL,DoubleÂ Overhead Camshaft,Auto,Black,24000,99301-3882,SUV,6242546,Greenville
9308,2022-05-12,Gabriela,Male,13500,Chrysler Plymouth,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Red,12000,53546-9427,Sedan,7562532,Pasco
9309,2022-05-12,Gabriella,Male,1321000,Classic Chevy,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,19100,85257-3102,Passenger,7055551,Janesville
9310,2022-05-12,Anselme,Male,970000,Suburban Ford,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,15000,53546-9427,Hardtop,7658904,Janesville
9311,2022-05-12,Gemma,Male,1040000,Diehl Motor CO Inc,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Red,19000,06457-3834,Sedan,7574720,Austin
9312,2022-05-12,Genevieve,Male,13500,Enterprise Rent A Car,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,19000,60504-7114,Sedan,8222780,Middletown
9313,2022-05-12,Georgia,Male,800000,Gartner Buick Hyundai Saab,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16000,38701-8047,SUV,6086934,Aurora
9314,2022-05-12,Laura,Female,700000,Nebo Chevrolet,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,06457-3834,Hardtop,7878484,Middletown
9315,2022-05-12,Gianna,Male,1315000,Iceberg Rentals,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21500,53546-9427,SUV,7602930,Pasco
9316,2022-06-12,Nosson,Female,2300000,Enterprise Rent A Car,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Red,21000,60504-7114,Hatchback,8615289,Aurora
9317,2022-06-12,Oliver,Male,13500,Gartner Buick Hyundai Saab,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9000,38701-8047,Hatchback,8845524,Greenville
9318,2022-06-12,Omar,Female,2100000,Hatfield Volkswagen,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,99301-3882,Hatchback,8629042,Pasco
9319,2022-06-12,Oscar,Male,3700000,Iceberg Rentals,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26000,53546-9427,Sedan,6209319,Janesville
9320,2022-06-12,Owen,Male,13500,McKinney Dodge Chrysler Jeep,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,14000,85257-3102,SUV,6659814,Scottsdale
9321,2022-06-12,Parker,Female,1750000,Motor Vehicle Branch Office,BMW,528i,Overhead Camshaft,Manual,Black,21001,78758-7841,SUV,8333036,Austin
9322,2022-06-12,Patrick,Male,1410000,Nebo Chevrolet,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45001,06457-3834,Hatchback,6263304,Middletown
9323,2022-06-12,Paul,Male,13500,New Castle Ford Lincoln Mercury,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,41001,60504-7114,Hatchback,7160705,Aurora
9324,2022-06-12,Peter,Male,2475000,Pars Auto Sales,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,22501,38701-8047,SUV,8228125,Greenville
9325,2022-06-12,Philip,Female,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,15001,99301-3882,Hatchback,6593008,Pasco
9326,2022-06-12,Pinchas,Male,2700000,Progressive Shippers Cooperative Association No,Lexus,LS400,Overhead Camshaft,Manual,Black,69001,53546-9427,Sedan,8939057,Janesville
9327,2022-06-12,Pinchus,Female,2800000,Rabun Used Car Sales,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60001,85257-3102,Sedan,6180740,Scottsdale
9328,2022-06-12,Quinn,Female,810000,Race Car Help,Ford,Escort,Overhead Camshaft,Manual,Black,11001,78758-7841,Passenger,7369172,Austin
9329,2022-06-12,Rafael,Male,1005000,Ryder Truck Rental and Leasing,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Red,39501,06457-3834,Sedan,8052872,Middletown
9330,2022-06-12,Raphael,Male,3900000,Saab-Belle Dodge,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,60504-7114,Hatchback,7765739,Aurora
9331,2022-06-12,Rayan,Female,1260000,Scrivener Performance Engineering,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,38701-8047,Sedan,7957333,Greenville
9332,2022-06-12,Reed,Female,1110000,Star Enterprises Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,85000,99301-3882,Passenger,7674447,Pasco
9333,2022-06-12,Reid,Female,2790000,Suburban Ford,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Black,60000,53546-9427,Hatchback,6624227,Janesville
9334,2022-06-12,Richard,Male,610000,Tri-State Mack Inc,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,16000,85257-3102,Passenger,6337895,Scottsdale
9335,2022-06-12,Riley,Male,880000,U-Haul CO,Lexus,LS400,Overhead Camshaft,Manual,Black,69000,78758-7841,Sedan,6746465,Austin
9336,2022-06-12,Robert,Male,737000,Progressive Shippers Cooperative Association No,Dodge,Ram Wagon,Overhead Camshaft,Manual,Pale White,16000,53546-9427,Passenger,6430117,Janesville
9337,2022-06-12,Rocco,Male,1532000,Rabun Used Car Sales,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31200,85257-3102,Hatchback,6241870,Scottsdale
9338,2022-06-12,Roman,Male,13500,Race Car Help,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34000,78758-7841,Sedan,6319459,Austin
9339,2022-06-12,Rowan,Female,13500,Ryder Truck Rental and Leasing,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Red,14000,06457-3834,Sedan,6731304,Middletown
9340,2022-06-12,Beckett,Male,1040000,Star Enterprises Inc,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22001,99301-3882,SUV,8647019,Pasco
9341,2022-06-12,Ben,Male,912000,Suburban Ford,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,38001,53546-9427,Passenger,8743764,Janesville
9342,2022-06-12,Benjamin,Male,450000,Tri-State Mack Inc,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26001,85257-3102,SUV,6752365,Scottsdale
9343,2022-06-12,Bennett,Male,1250000,U-Haul CO,Mercury,Mystique,DoubleÂ Overhead Camshaft,Auto,Red,29001,78758-7841,Passenger,8368778,Austin
9344,2022-06-12,Bentzion,Male,650000,Progressive Shippers Cooperative Association No,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,53546-9427,Hatchback,6738684,Janesville
9345,2022-06-12,Benzion,Male,680000,Rabun Used Car Sales,Ford,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,26001,85257-3102,SUV,6660174,Scottsdale
9346,2022-06-12,Amiyah,Male,2200000,Hatfield Volkswagen,Chrysler,Concorde,Overhead Camshaft,Manual,Pale White,28001,99301-3882,Hardtop,8755318,Pasco
9347,2022-06-12,Blake,Male,720000,Ryder Truck Rental and Leasing,Saab,03-Sep,DoubleÂ Overhead Camshaft,Auto,Black,23001,06457-3834,Sedan,6021403,Middletown
9348,2022-06-12,Autumn,Male,505000,C & M Motors Inc,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24001,60504-7114,Hardtop,7757014,Janesville
9349,2022-06-12,Bradley,Male,810000,Scrivener Performance Engineering,Saturn,LW,Overhead Camshaft,Manual,Pale White,13001,38701-8047,Hatchback,6186623,Greenville
9350,2022-06-12,Brady,Male,13500,Star Enterprises Inc,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,24001,99301-3882,SUV,8519526,Pasco
9351,2022-06-12,Brandon,Male,463000,Suburban Ford,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,24001,53546-9427,Sedan,6199404,Janesville
9352,2022-06-12,Brayden,Female,1395000,Tri-State Mack Inc,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Red,21501,85257-3102,Hatchback,8845223,Scottsdale
9353,2022-06-12,Brendan,Male,1242000,U-Haul CO,Dodge,Durango,Overhead Camshaft,Manual,Black,22201,78758-7841,SUV,7974482,Austin
9354,2022-06-12,Brian,Male,677500,Buddy Storbeck's Diesel Service Inc,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31501,06457-3834,Hatchback,7619623,Middletown
9355,2022-06-12,Brody,Male,580000,C & M Motors Inc,BMW,528i,Overhead Camshaft,Manual,Red,29001,60504-7114,SUV,6629394,Aurora
9356,2022-06-12,Caleb,Male,13500,Capitol KIA,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41001,38701-8047,Sedan,6826815,Greenville
9357,2022-06-12,Calvin,Male,13500,Chrysler of Tri-Cities,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26001,99301-3882,Sedan,6491153,Pasco
9358,2022-06-12,Cameron,Male,540000,Chrysler Plymouth,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9001,53546-9427,Hatchback,7339862,Janesville
9359,2022-06-12,Carter,Male,13500,Classic Chevy,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20001,85257-3102,SUV,8902579,Scottsdale
9360,2022-06-12,Avery,Female,1010000,Chrysler of Tri-Cities,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Red,17001,99301-3882,Hardtop,7062936,Austin
9361,2022-06-12,Charles,Male,1570000,Diehl Motor CO Inc,Lincoln,Continental,Overhead Camshaft,Manual,Black,18001,06457-3834,Passenger,7466278,Middletown
9362,2022-06-12,Paige,Male,925000,Saab-Belle Dodge,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,53001,60504-7114,Hardtop,6239384,Austin
9363,2022-06-12,Chase,Male,2400000,Gartner Buick Hyundai Saab,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,20001,38701-8047,Hatchback,7947258,Greenville
9364,2022-06-12,Genesis,Male,1360000,Progressive Shippers Cooperative Association No,Cadillac,Eldorado,Overhead Camshaft,Manual,Red,37000,53546-9427,Passenger,8840455,Janesville
9365,2022-06-12,Grace,Male,340000,Rabun Used Car Sales,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,85257-3102,Passenger,7677334,Scottsdale
9366,2022-06-12,Lucas,Male,880000,New Castle Ford Lincoln Mercury,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,75000,60504-7114,Hardtop,8769054,Aurora
9367,2022-06-12,Hannah,Male,1605000,Rabun Used Car Sales,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,49500,85257-3102,Hatchback,6114520,Scottsdale
9368,2022-06-12,Harmony,Male,712000,Race Car Help,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,25000,78758-7841,Sedan,6515675,Austin
9369,2022-06-12,Hawa,Male,1425000,Ryder Truck Rental and Leasing,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,39500,06457-3834,Sedan,6532149,Middletown
9370,2022-06-12,Heaven,Female,780000,Saab-Belle Dodge,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,60504-7114,SUV,6365235,Aurora
9371,2022-06-12,Imani,Male,1250000,Scrivener Performance Engineering,Toyota,RAV4,Overhead Camshaft,Manual,Black,85000,38701-8047,Hatchback,8222049,Greenville
9372,2022-06-12,Isabella,Male,13500,Star Enterprises Inc,Mercedes-B,SLK,Overhead Camshaft,Manual,Black,26000,99301-3882,Passenger,6985401,Pasco
9373,2022-06-12,Loris,Male,706000,Scrivener Performance Engineering,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Red,35000,38701-8047,Hardtop,7134427,Greenville
9374,2022-06-12,Jade,Male,13500,Tri-State Mack Inc,Volvo,C70,Overhead Camshaft,Manual,Black,17000,85257-3102,Hatchback,6285279,Scottsdale
9375,2022-06-12,Elisa,Male,685000,Saab-Belle Dodge,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22000,60504-7114,Hardtop,7787157,Aurora
9376,2022-06-12,Janelle,Male,1064000,Buddy Storbeck's Diesel Service Inc,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,14400,06457-3834,SUV,7616861,Middletown
9377,2022-06-12,Janiya,Female,1330000,C & M Motors Inc,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,49000,60504-7114,Hatchback,6127129,Aurora
9378,2022-06-12,Janiyah,Male,1220000,Capitol KIA,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,38701-8047,Hatchback,8609014,Greenville
9379,2022-06-12,Jasmine,Male,1160000,Chrysler of Tri-Cities,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,16000,99301-3882,Passenger,6984481,Pasco
9380,2022-06-12,Axel,Male,500000,C & M Motors Inc,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,45000,60504-7114,Hardtop,6843887,Aurora
9381,2022-06-12,Jayla,Male,13500,Classic Chevy,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,26000,85257-3102,Sedan,6894486,Scottsdale
9382,2022-06-12,Jordyn,Male,602000,Clay Johnson Auto Sales,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9000,78758-7841,Hatchback,8992391,Austin
9383,2022-06-12,Julia,Male,846000,Diehl Motor CO Inc,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,34000,06457-3834,Passenger,6396839,Middletown
9384,2022-06-12,Kai,Female,13500,Enterprise Rent A Car,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,19001,60504-7114,Hatchback,6416785,Aurora
9385,2022-06-12,Kaitlyn,Male,400000,Gartner Buick Hyundai Saab,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25001,38701-8047,SUV,6814842,Greenville
9386,2022-06-12,Kaliyah,Male,610000,Hatfield Volkswagen,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,99301-3882,SUV,8122996,Pasco
9387,2022-06-12,Kamiyah,Male,445000,Iceberg Rentals,Audi,A6,Overhead Camshaft,Manual,Pale White,14001,53546-9427,SUV,6729643,Janesville
9388,2022-06-12,Lukas,Male,590000,Ryder Truck Rental and Leasing,Dodge,Caravan,Overhead Camshaft,Manual,Red,24000,06457-3834,SUV,7743419,Middletown
9389,2022-06-12,Luke,Male,820000,Saab-Belle Dodge,Ford,Escort,DoubleÂ Overhead Camshaft,Auto,Red,15001,60504-7114,Passenger,6035304,Aurora
9390,2022-06-12,Manuel,Male,725000,Scrivener Performance Engineering,Mercedes-B,SLK230,Overhead Camshaft,Manual,Red,71001,38701-8047,Hatchback,8159905,Greenville
9391,2022-06-12,Marco,Male,705000,Star Enterprises Inc,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,17001,99301-3882,Sedan,7518486,Pasco
9392,2022-06-12,Marcos,Male,710000,Suburban Ford,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19001,53546-9427,SUV,7586627,Janesville
9393,2022-06-12,Marcus,Male,415000,Tri-State Mack Inc,Dodge,Neon,Overhead Camshaft,Manual,Red,19000,85257-3102,SUV,7645420,Scottsdale
9394,2022-06-12,Mario,Male,392000,U-Haul CO,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,45000,78758-7841,SUV,6069490,Austin
9395,2022-06-12,Mark,Male,961000,Buddy Storbeck's Diesel Service Inc,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24000,06457-3834,SUV,7110146,Middletown
9396,2022-06-12,Marlon,Female,755000,C & M Motors Inc,Chevrolet,Metro,Overhead Camshaft,Manual,Pale White,13000,60504-7114,Passenger,8461702,Aurora
9397,2022-06-12,Martin,Male,507000,Capitol KIA,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,16000,38701-8047,Sedan,6313460,Greenville
9398,2022-06-12,Marvin,Male,465000,Chrysler of Tri-Cities,Volkswagen,Jetta,Overhead Camshaft,Manual,Red,24000,99301-3882,Passenger,7655712,Pasco
9399,2022-06-12,Mason,Male,675000,Chrysler Plymouth,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,22000,53546-9427,Hatchback,7416048,Janesville
9400,2022-06-12,Mateo,Male,13500,Classic Chevy,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20000,85257-3102,SUV,6143126,Scottsdale
9401,2022-06-12,Mathew,Male,1550000,Clay Johnson Auto Sales,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18000,78758-7841,Sedan,7378984,Austin
9402,2022-06-12,Matias,Male,516000,Diehl Motor CO Inc,Audi,A6,Overhead Camshaft,Manual,Black,15000,06457-3834,SUV,8180928,Middletown
9403,2022-06-12,Matthew,Female,1490000,Enterprise Rent A Car,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Black,12000,60504-7114,Sedan,6630553,Aurora
9404,2022-06-12,Mauricio,Male,1340000,Gartner Buick Hyundai Saab,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,28000,38701-8047,Sedan,6489152,Greenville
9405,2022-06-12,Max,Male,855000,Hatfield Volkswagen,Jeep,Wrangler,Overhead Camshaft,Manual,Red,13000,99301-3882,Hatchback,6009042,Pasco
9406,2022-06-12,Maximiliano,Male,1316000,Iceberg Rentals,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Red,16600,53546-9427,Hatchback,7078960,Janesville
9407,2022-06-12,Maximo,Male,828000,McKinney Dodge Chrysler Jeep,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,85257-3102,SUV,6095806,Scottsdale
9408,2022-06-12,Maximus,Male,13500,Motor Vehicle Branch Office,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Black,19000,78758-7841,SUV,6759731,Austin
9409,2022-06-12,Melvin,Male,1055000,Nebo Chevrolet,Toyota,Camry,Overhead Camshaft,Manual,Black,29500,06457-3834,Hatchback,7337301,Middletown
9410,2022-06-12,Michael,Female,13500,New Castle Ford Lincoln Mercury,Volvo,S80,Overhead Camshaft,Manual,Red,25001,60504-7114,Sedan,6757605,Aurora
9411,2022-06-12,Miguel,Male,623000,Pars Auto Sales,Lexus,LS400,Overhead Camshaft,Manual,Pale White,54001,38701-8047,Sedan,8676066,Greenville
9412,2022-06-12,Leonie,Male,1072000,Pars Auto Sales,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,20200,38701-8047,Hardtop,8887894,Greenville
9413,2022-06-12,Maia,Male,1290000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,99301-3882,Hardtop,8429507,Pasco
9414,2022-06-12,Gitty,Male,725000,Nebo Chevrolet,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,06457-3834,SUV,7769786,Austin
9415,2022-06-12,Giuliana,Male,580500,New Castle Ford Lincoln Mercury,Oldsmobile,Cutlass,Overhead Camshaft,Manual,Pale White,41500,60504-7114,Sedan,8364923,Janesville
9416,2022-06-12,Austin,Male,440000,Pars Auto Sales,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Black,31000,38701-8047,Passenger,7715101,Scottsdale
9417,2022-06-12,Avery,Male,580000,Pitre Buick-Pontiac-Gmc of Scottsdale,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,99301-3882,Hatchback,8657504,Austin
9418,2022-06-12,Ayden,Male,510000,Progressive Shippers Cooperative Association No,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18000,53546-9427,Hatchback,8020987,Middletown
9419,2022-06-12,Benjamin,Male,2700000,Rabun Used Car Sales,Buick,LeSabre,Overhead Camshaft,Manual,Black,20000,85257-3102,Sedan,7620602,Aurora
9420,2022-06-12,Blake,Male,2290000,Race Car Help,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Red,25000,78758-7841,SUV,8200846,Greenville
9421,2022-06-12,Samy,Male,1840000,Progressive Shippers Cooperative Association No,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,21000,53546-9427,Hardtop,7887907,Janesville
9422,2022-06-12,Brandon,Male,1725000,Saab-Belle Dodge,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,26500,60504-7114,Passenger,8869764,Janesville
9423,2022-06-12,Brian,Male,770000,Scrivener Performance Engineering,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,23000,38701-8047,Hatchback,6832315,Scottsdale
9424,2022-06-12,Bryan,Male,1228000,Star Enterprises Inc,Volkswagen,GTI,Overhead Camshaft,Manual,Pale White,28800,99301-3882,SUV,8676766,Austin
9425,2022-06-12,Bryson,Male,1355000,Tri-State Mack Inc,Lincoln,Town car,DoubleÂ Overhead Camshaft,Auto,Black,26500,85257-3102,Hatchback,7036943,Middletown
9426,2022-06-12,Caden,Male,1210000,U-Haul CO,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18000,78758-7841,Sedan,6160381,Aurora
9427,2022-06-12,Caiden,Male,1180000,Progressive Shippers Cooperative Association No,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Red,16000,53546-9427,Hatchback,8080630,Greenville
9428,2022-06-12,Caleb,Male,655000,Rabun Used Car Sales,Jaguar,S-Type,Overhead Camshaft,Manual,Red,21000,85257-3102,Passenger,8639486,Pasco
9429,2022-06-12,Calvin,Male,1500000,Race Car Help,Nissan,Quest,Overhead Camshaft,Manual,Black,38000,78758-7841,SUV,7605010,Janesville
9430,2022-06-12,Swann,Male,13500,Suburban Ford,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Black,49000,53546-9427,Hardtop,8305190,Janesville
9431,2022-06-12,Carmelo,Male,780000,Saab-Belle Dodge,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,16000,60504-7114,SUV,7733904,Austin
9432,2022-06-12,Zoe,Female,770000,Hatfield Volkswagen,Audi,A4,Overhead Camshaft,Manual,Pale White,12000,99301-3882,Hardtop,6101427,Pasco
9433,2022-06-12,Cayden,Male,13500,Star Enterprises Inc,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25000,99301-3882,SUV,8847070,Aurora
9434,2022-06-12,Chance,Male,13500,Suburban Ford,Lexus,LX470,Overhead Camshaft,Manual,Pale White,54000,53546-9427,SUV,6593571,Greenville
9435,2022-06-12,Charles,Male,540000,Tri-State Mack Inc,Ford,Taurus,Overhead Camshaft,Manual,Black,43000,85257-3102,SUV,7201065,Pasco
9436,2022-07-12,Ryan,Male,1250000,Saab-Belle Dodge,Ford,Expedition,Overhead Camshaft,Manual,Pale White,22000,60504-7114,SUV,6999885,Aurora
9437,2022-07-12,Ryder,Male,835000,Scrivener Performance Engineering,Audi,A8,Overhead Camshaft,Manual,Pale White,13000,38701-8047,Passenger,7687074,Greenville
9438,2022-07-12,Salvatore,Female,650000,Star Enterprises Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,37000,99301-3882,Passenger,6231317,Pasco
9439,2022-07-12,Sam,Male,2320000,Suburban Ford,Cadillac,Seville,Overhead Camshaft,Manual,Pale White,17000,53546-9427,Hatchback,8057251,Janesville
9440,2022-07-12,Samir,Male,13500,Tri-State Mack Inc,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,85257-3102,SUV,8364596,Scottsdale
9441,2022-07-12,Samuel,Male,2000000,U-Haul CO,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Pale White,26000,78758-7841,Hatchback,8269892,Austin
9442,2022-07-12,Santino,Male,1230000,Buddy Storbeck's Diesel Service Inc,Acura,RL,Overhead Camshaft,Manual,Pale White,17000,06457-3834,SUV,6819537,Middletown
9443,2022-07-12,Sean,Male,2375000,C & M Motors Inc,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22500,60504-7114,SUV,7476638,Aurora
9444,2022-07-12,Sebastian,Female,13500,Capitol KIA,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Black,28000,38701-8047,Hatchback,6100343,Greenville
9445,2022-07-12,Cheskel,Male,950000,Hatfield Volkswagen,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,99301-3882,Hatchback,7908339,Pasco
9446,2022-07-12,Chesky,Male,13500,Iceberg Rentals,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27001,53546-9427,Sedan,7264580,Janesville
9447,2022-07-12,Chris,Male,550000,McKinney Dodge Chrysler Jeep,Chevrolet,Lumina,Overhead Camshaft,Manual,Pale White,26001,85257-3102,Passenger,6273946,Scottsdale
9448,2022-07-12,Christian,Female,650000,Motor Vehicle Branch Office,Mercedes-B,CLK Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,78758-7841,Sedan,7605966,Austin
9449,2022-07-12,Christopher,Male,1022000,Nebo Chevrolet,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,34201,06457-3834,Sedan,8099798,Middletown
9450,2022-07-12,Cole,Male,850000,New Castle Ford Lincoln Mercury,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,41001,60504-7114,Hatchback,8160716,Aurora
9451,2022-07-12,Colin,Male,518500,Pars Auto Sales,Ford,Windstar,Overhead Camshaft,Manual,Pale White,17501,38701-8047,Sedan,6969143,Greenville
9452,2022-07-12,Connor,Male,1225000,Pitre Buick-Pontiac-Gmc of Scottsdale,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,19501,99301-3882,SUV,8603949,Pasco
9453,2022-07-12,Cooper,Male,2660000,Progressive Shippers Cooperative Association No,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,53546-9427,Sedan,7046519,Janesville
9454,2022-07-12,Kayla,Male,730000,McKinney Dodge Chrysler Jeep,Ford,Escort,DoubleÂ Overhead Camshaft,Auto,Pale White,15001,85257-3102,Passenger,6721942,Scottsdale
9455,2022-07-12,Kaylee,Male,13500,Motor Vehicle Branch Office,Lexus,LX470,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,78758-7841,SUV,7811823,Austin
9456,2022-07-12,Kelsey,Male,1730000,Nebo Chevrolet,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,06457-3834,Hatchback,7492166,Middletown
9457,2022-07-12,Louis,Male,13500,Nebo Chevrolet,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Black,27000,06457-3834,Hardtop,8582899,Middletown
9458,2022-07-12,Alexandre,Male,612000,Race Car Help,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,16000,78758-7841,Hardtop,7387625,Austin
9459,2022-07-12,Kenya,Female,955000,Pitre Buick-Pontiac-Gmc of Scottsdale,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,99301-3882,SUV,8648560,Pasco
